11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
89,0
90,0
92,0
93,0
94,0
95,0
97,0
98,0
99,-2
101,-4
102,-4
103,-4
104,-4
105,-4
106,-4
107,-4
108,-4
109,-4
110,-4
111,-4
112,-4
113,-4
114,-4
115,-4
116,-4
117,-4
118,-4
119,-4
120,-4
121,-4
122,-4
123,-4
124,-4
125,-4
126,-4
128,-4
129,-4
130,-4
131,-4
133,-4
134,-4
135,-4
137,-4
139,-4
140,-4
142,-4
143,-4
144,-4
145,-4
146,-4
147,-4
148,-4
149,-4
150,-4
152,-4
153,-4
154,-4
155,-4
156,-4
157,-4
159,-4
160,-4
161,-4
162,-4
164,-4
165,-4
167,-4
169,-4
171,-4
172,-4
174,-12
175,-20
177,-28
178,-38
179,-46
180,-54
181,-64
182,-69
183,-76
184,-76
185,-76
186,-76
187,-76
188,-76
189,-76
190,-76
191,-76
192,-76
193,-76
194,-76
195,-76
196,-76
197,-76
198,-76
199,-76
200,-76
201,-76
202,-76
203,-76
204,-76
206,-76
207,-76
208,-76
209,-76
210,-76
211,-76
213,-76
215,-76
216,-76
217,-76
218,-76
219,-76
220,-76
221,-76
222,-76
223,-76
224,-76
225,-76
226,-76
227,-76
228,-76
229,-76
230,-76
231,-76
232,-76
233,-76
234,-76
235,-76
236,-76
237,-76
238,-76
239,-76
240,-76
241,-76
242,-76
243,-76
244,-76
245,-76
246,-76
247,-76
248,-76
249,-76
250,-76
251,-76
252,-76
253,-76
254,-76
255,-76
256,-76
257,-76
258,-76
259,-76
260,-76
261,-76
262,-76
263,-76
264,-76
265,-76
266,-76
267,-76
268,-76
269,-76
270,-76
271,-76
272,-76
273,-76
274,-76
275,-76
276,-76
277,-76
278,-76
279,-76
280,-76
281,-76
282,-76
283,-76
284,-76
285,-76
286,-76
287,-76
288,-76
289,-76
290,-76
291,-76
292,-76
293,-76
294,-76
295,-76
296,-76
297,-76
298,-76
299,-76
300,-76
301,-76
302,-76
303,-76
304,-76
305,-76
306,-76
307,-76
308,-76
309,-76
310,-76
311,-76
312,-76
313,-76
314,-76
315,-76
316,-76
317,-76
318,-76
319,-76
320,-76
321,-76
322,-76
323,-76
324,-76
325,-76
326,-76
327,-76
328,-76
329,-76
330,-76
331,-76
332,-76
333,-76
334,-76
335,-76
336,-76
337,-76
338,-76
339,-76
340,-76
341,-76
342,-76
343,-76
344,-76
345,-76
346,-76
347,-76
348,-76
349,-76
350,-76
351,-76
352,-76
353,-76
354,-76
355,-76
356,-76
357,-76
358,-76
359,-76
360,-76
361,-76
362,-76
363,-76
364,-76
365,-76
366,-76
367,-76
368,-76
369,-76
370,-76
371,-76
372,-76
373,-76
374,-76
375,-76
376,-76
377,-76
378,-76
379,-76
380,-76
381,-76
382,-76
383,-76
384,-76
385,-76
386,-76
387,-76
388,-76
389,-76
390,-76
391,-76
392,-76
393,-76
394,-76
395,-76
396,-76
397,-76
398,-76
399,-76
400,-76
401,-76
402,-76
403,-76
404,-76
405,-76
406,-76
407,-76
408,-76
409,-76
410,-76
411,-76
412,-76
413,-76
414,-76
415,-76
416,-76
417,-76
418,-76
419,-76
420,-76
421,-76
422,-76
423,-76
424,-76
425,-76
426,-76
427,-76
428,-76
429,-76
430,-76
431,-76
432,-76
433,-76
434,-76
435,-76
436,-76
437,-76
438,-76
439,-76
440,-76
441,-76
442,-76
443,-76
444,-76
445,-76
446,-76
447,-76
448,-76
449,-76
450,-76
451,-76
452,-76
453,-76
454,-76
455,-76
456,-76
457,-76
458,-76
459,-76
460,-76
461,-76
462,-76
463,-76
464,-76
465,-76
466,-76
467,-76
468,-76
469,-76
470,-76
471,-76
472,-76
473,-76
474,-76
475,-76
476,-76
477,-76
478,-76
479,-76
480,-76
481,-76
482,-76
483,-76
484,-76
485,-76
486,-76
487,-76
488,-76
489,-76
490,-76
491,-76
492,-76
493,-76
494,-76
495,-76
496,-76
497,-76
498,-76
499,-76
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
89,0
90,0
92,0
93,0
94,0
95,0
97,0
98,0
99,-2
101,-4
102,-4
103,-4
104,-4
105,-4
106,-4
107,-4
108,-4
109,-4
110,-4
111,-4
112,-4
113,-4
114,-4
115,-4
116,-4
117,-4
118,-4
119,-4
120,-4
121,-4
122,-4
123,-4
124,-4
125,-4
126,-4
128,-4
129,-4
130,-4
131,-4
133,-4
134,-4
135,-4
137,-4
139,-4
140,-4
142,-4
143,-4
144,-4
145,-4
146,-4
147,-4
148,-4
149,-4
150,-4
152,-4
153,-4
154,-4
155,-4
156,-4
157,-4
159,-4
160,-4
161,-4
162,-4
164,-4
165,-4
167,-4
169,-4
171,-4
172,-4
174,-12
175,-20
177,-28
178,-38
179,-46
180,-54
181,-64
182,-69
183,-76
184,-76
185,-76
186,-76
187,-76
188,-76
189,-76
190,-76
191,-76
192,-76
193,-76
194,-76
195,-76
196,-76
197,-76
198,-76
199,-76
200,-76
201,-76
202,-76
203,-76
204,-76
206,-76
207,-76
208,-76
209,-76
210,-76
211,-76
213,-76
215,-76
216,-76
217,-76
218,-76
219,-76
220,-76
221,-76
222,-76
223,-76
224,-76
225,-76
226,-76
227,-76
228,-76
229,-76
230,-76
231,-76
232,-76
233,-76
234,-76
235,-76
236,-76
237,-76
238,-76
239,-76
240,-76
241,-76
242,-76
243,-76
244,-76
245,-76
246,-76
247,-76
248,-76
249,-76
250,-76
251,-76
252,-76
253,-76
254,-76
255,-76
256,-76
257,-76
258,-76
259,-76
260,-76
261,-76
262,-76
263,-76
264,-76
265,-76
266,-76
267,-76
268,-76
269,-76
270,-76
271,-76
272,-76
273,-76
274,-76
275,-76
276,-76
277,-76
278,-76
279,-76
280,-76
281,-76
282,-76
283,-76
284,-76
285,-76
286,-76
287,-76
288,-76
289,-76
290,-76
291,-76
292,-76
293,-76
294,-76
295,-76
296,-76
297,-76
298,-76
299,-76
300,-76
301,-76
302,-76
303,-76
304,-76
305,-76
306,-76
307,-76
308,-76
309,-76
310,-76
311,-76
312,-76
313,-76
314,-76
315,-76
316,-76
317,-76
318,-76
319,-76
320,-76
321,-76
322,-76
323,-76
324,-76
325,-76
326,-76
327,-76
328,-76
329,-76
330,-76
331,-76
332,-76
333,-76
334,-76
335,-76
336,-76
337,-76
338,-76
339,-76
340,-76
341,-76
342,-76
343,-76
344,-76
345,-76
346,-76
347,-76
348,-76
349,-76
350,-76
351,-76
352,-76
353,-76
354,-76
355,-76
356,-76
357,-76
358,-76
359,-76
360,-76
361,-76
362,-76
363,-76
364,-76
365,-76
366,-76
367,-76
368,-76
369,-76
370,-76
371,-76
372,-76
373,-76
374,-76
375,-76
376,-76
377,-76
378,-76
379,-76
380,-76
381,-76
382,-76
383,-76
384,-76
385,-76
386,-76
387,-76
388,-76
389,-76
390,-76
391,-76
392,-76
393,-76
394,-76
395,-76
396,-76
397,-76
398,-76
399,-76
400,-76
401,-76
402,-76
403,-76
404,-76
405,-76
406,-76
407,-76
408,-76
409,-76
410,-76
411,-76
412,-76
413,-76
414,-76
415,-76
416,-76
417,-76
418,-76
419,-76
420,-76
421,-76
422,-76
423,-76
424,-76
425,-76
426,-76
427,-76
428,-76
429,-76
430,-76
431,-76
432,-76
433,-76
434,-76
435,-76
436,-76
437,-76
438,-76
439,-76
440,-76
441,-76
442,-76
443,-76
444,-76
445,-76
446,-76
447,-76
448,-76
449,-76
450,-76
451,-76
452,-76
453,-76
454,-76
455,-76
456,-76
457,-76
458,-76
459,-76
460,-76
461,-76
462,-76
463,-76
464,-76
465,-76
466,-76
467,-76
468,-76
469,-76
470,-76
471,-76
472,-76
473,-76
474,-76
475,-76
476,-76
477,-76
478,-76
479,-76
480,-76
481,-76
482,-76
483,-76
484,-76
485,-76
486,-76
487,-76
488,-76
489,-76
490,-76
491,-76
492,-76
493,-76
494,-76
495,-76
496,-76
497,-76
498,-76
499,-76
